rome_code,description
K2105,"Enseigne aux élèves, dans le cadre de cours individuels ou collectifs, la pratique et les éléments théoriques (répertoire, histoire, ...) d''une discipline artistique (musique, danse, arts plastiques,....) selon le projet pédagogique de la structure.
Met en oeuvre des actions de création (exposition, concert, spectacle, ...) et favorise les échanges entre les élèves, les professionnels et le public dans le cadre de projets collectifs."
K2106,"Enseigne aux élèves les apprentissages premiers et fondamentaux (lecture, écriture, ...) ou les matières d''enseignement général (français, mathématiques, histoire, géographie, ...) selon les programmes d''enseignement nationaux.
Peut administrer un établissement du premier degré."
K2107,"Enseigne aux élèves des disciplines générales ou délivre des actions de formation selon les programmes d''enseignement nationaux.
Peut coordonner une équipe pédagogique."
K2108,"Enseigne et transmet des connaissances à des étudiants selon les avancées de la recherche et les programmes d''enseignement nationaux.
Peut réaliser des travaux de recherche fondamentale et appliquée.
Peut coordonner une équipe pédagogique ou de recherche et diriger une structure ou une unité de recherche."
K2109,"Enseigne aux élèves et aux étudiants des disciplines techniques ou professionnelles selon les programmes d''enseignement nationaux.
Peut coordonner une équipe pédagogique."
K2110,"Instruit des candidats, des stagiaires à la sécurité (routière, en mer, ...) et à la conduite de véhicules à moteur ou d''engins de levage en vue de la maîtrise d''un véhicule ou l''obtention d''un permis spécifique selon la réglementation.
Peut réaliser le contrôle d''épreuves de permis (théoriques, pratiques), le contrôle administratif et pédagogique des auto-écoles et les examens d''accès à la profession de moniteur.
Peut coordonner une équipe, diriger une structure et en gérer le budget."
K2111,"Réalise, dans le cadre de la formation continue, les apprentissages des savoirs et des savoir-faire de publics adultes ou jeunes afin de favoriser leur insertion professionnelle ou leur adaptation aux évolutions techniques et professionnelles.
Peut réaliser l''analyse des besoins de formation d''une structure et concevoir des produits pédagogiques.
Peut négocier la sous-traitance d''actions de formation.
Peut coordonner une équipe."
K2112,"Informe et conseille des personnes dans leurs projets d''études, de formation et de parcours professionnel en vue de leur insertion dans la vie active.
Peut conseiller des entreprises dans le cadre de recrutements ou de formations et contribuer à l''évaluation ou à la sélection de personnes.
Peut coordonner une équipe ou diriger une structure."
K2201,"Réalise le tri, le chargement et le déchargement d''articles textiles sur des machines/équipements de blanchisserie industrielle selon les règles d''hygiène, de sécurité, les normes environnementales et les impératifs de production (qualité, délai, ...).
Effectue des opérations d''entretien des machines et équipements.
Peut réaliser des opérations manuelles de repassage."
K2202,"Procède au nettoyage intérieur ou extérieur des surfaces vitrées (vitres, vitrines, ...) de locaux commerciaux, tertiaires, ... selon les impératifs de qualité.
Peut coordonner une équipe."
K2203,"Supervise et contrôle des opérations et prestations de propreté de locaux (tertiaires, industriels, commerciaux ...) selon les normes qualité, sécurité, hygiène et les impératifs commerciaux (délais, coûts, ...). Encadre un secteur.
Peut réaliser des devis et mener une négociation commerciale."
K2204,"Réalise des opérations de propreté, de nettoiement et d''entretien des surfaces, locaux, équipements de sites tertiaires, industriels selon la réglementation d''hygiène et de sécurité.
Peut réaliser des opérations de rénovation de surfaces (sols plastiques, moquettes, marbres, ...).
Peut coordonner une équipe."
K2301,"Surveille, entretient et maintient en état de fonctionnement le réseau d''assainissement et de distribution d''eau potable (canalisation, ouvrages sous voirie, station de relèvement, de pompage) selon les règles de salubrité et d''hygiène publique.
Peut encadrer une équipe."
K2302,"Organise et contrôle les moyens et interventions de propreté, collecte, salubrité publique ou d''assainissement de la collectivité et de son cadre de vie selon les impératifs de qualité, coût, hygiène, sécurité et environnement.
Peut encadrer une équipe ou un service et en gérer le budget."
K2303,"Réalise des opérations de propreté et de salubrité urbaine des espaces publics extérieurs (nettoyage, ...) ou de collecte des déchets de la collectivité selon les règles de sécurité, d''hygiène, de propreté et la réglementation de salubrité publique.
Peut coordonner une équipe."
K2304,"Réalise des opérations de tri de déchets et produits industriels en fin de vie (textiles, plastiques, verres, composants, ...) selon les règles de sécurité, d''environnement et les impératifs de récupération (qualité, cadence, ...).
Peut reconditionner des produits industriels pour valorisation par réutilisation ou recyclage.
Peut coordonner une équipe."
K2305,"Elimine ou limite la propagation d''espèces nuisibles (insectes, rongeurs, ...) par capture (pièges, ...) ou destruction (traitements chimiques, ...) et réalise les traitements de salubrité et de désinfection de locaux et de colonnes, selon les règles de sécurité et la réglementation sanitaire.
Peut réaliser la capture d''animaux errants.
Peut coordonner une équipe."
K2306,"Organise, coordonne et contrôle des moyens et des process dans un objectif d''exploitation d''installations de traitement des eaux (potables, usées) ou d''élimination, valorisation ou stockage de déchets (ménagers, industriels, hospitaliers). Intervient selon les normes de sécurité et environnement et les exigences de qualité, coût, hygiène.
Peut encadrer une équipe ou un service et en gérer le budget."
K2401,"Contribue à l''accroissement des connaissances dans son champ disciplinaire en menant des travaux de recherche, des chantiers scientifiques sur de nouvelles problématiques des sciences de l''homme et de la société (sociologie, psychologie, ethnologie, économie, histoire, ...).
Valorise et diffuse les résultats auprès de la communauté scientifique, d''institutionnels et d''entreprises.
Peut diriger une équipe de recherche."
K2402,"Supervise et réalise des travaux de recherche et d''étude scientifique permettant d''explorer, d''approfondir et d''étendre la connaissance selon les règles éthiques.
Valorise et diffuse les résultats auprès de la communauté scientifique, d''institutionnels ou d''entreprises.
Peut collaborer avec des équipes de recherche privées ou publiques dans le cadre de transfert de technologies ou de projets de recherche et développement.
Peut superviser et coordonner un projet, une équipe, un service, un laboratoire ou un département de recherche."
K2501,"Accueille et renseigne les publics, visiteurs, usagers de lieux (immeubles, établissements, locaux, ...) et surveille les accès, abords et fréquentations selon des impératifs de sécurité, tranquillité, propreté, ...
Peut effectuer l''entretien et la maintenance des lieux et abords.
Peut coordonner des équipes d''agents d''entretien/techniques."
K2502,"Supervise et contrôle les prestations et mesures de prévention et de sécurité (humaine, électronique, technologique) dans l''objectif de prévenir des risques, sécuriser des sites et protéger des biens et des personnes selon la législation et les réglementations en matière de sécurité.
Peut réaliser des enquêtes privées pour des particuliers ou des sociétés.
Peut encadrer une équipe ou un service."
K2503,"Surveille, protège des lieux et des biens et prévient les actes de malveillance, les troubles à la tranquillité de lieux et de personnes selon les réglementations de la sécurité.
Peut encadrer une équipe."
K2601,"Prend en charge le corps de défunts et réalise les opérations techniques funéraires d''admission, de transfert, d''habillage, de toilette, de mise en bière, d''inhumation ou de crémation de défunts selon des protocoles, cultes, rites funéraires et la réglementation de santé publique et des collectivités territoriales.
Peut véhiculer des défunts et leurs familles.
Peut coordonner une équipe."
K2602,"Supervise, organise les obsèques et les cérémonies funéraires de défunts selon les souhaits de la famille, les protocoles, les cultes, les rites funéraires et la réglementation de santé publique et des collectivités territoriales.
Effectue la vente de produits et de services funéraires.
Peut coordonner une équipe ou diriger une structure."
K2603,"Réalise l''ensemble des soins de conservation, de présentation et d''habillage du défunt selon les souhaits de la famille, les protocoles funéraires et la réglementation de santé publique et des collectivités territoriales."
L1101,"Conçoit et anime des soirées (mariages, anniversaires, bals, ...) pour des particuliers, dans des discothèques, ... selon une commande (moyens matériels, coûts, ...).
Peut créer des morceaux de musique, des sons."
L1102,"Défile, adopte des poses ou des attitudes sur les directives d''un styliste, d''un photographe, d''un artiste, dans le cadre de défilés, de séances photos, de réalisation d''oeuvres d''art (peintures, sculptures, ...), selon la réglementation du code du travail (droit à l''image, ...), les impératifs de diffusion des collections et la planification de campagnes publicitaires ou de manifestations artistiques.
Peut exposer un détail de son corps à l''objectif ou à la caméra dans le cadre de campagnes publicitaires pour des bijoux, des cosmétiques, de la lingerie, ..."
L1103,"Présente et anime des émissions télévisées, radiophoniques (culturelles, de divertissement, ...) ou des spectacles (cirque, danse, ...), selon la réglementation audiovisuelle et les impératifs de programmation de la chaîne, de la radio (programmation musicale, publicités, ...) ou du spectacle.
Peut concevoir un projet d''émission (littéraire, magazine santé, ...)."
L1201,"Conçoit et/ou interprète des oeuvres chorégraphiques (ballet classique, chorégraphie contemporaine, ...), selon le projet artistique défini par une école, une compagnie de danse et les impératifs de programmation.
Peut effectuer la notation d''une chorégraphie."
L1202,"Interprète vocalement et instrumentalement des oeuvres musicales (symphonies, concerto, chansons, ...) lors de représentations (concerts, opéra, comédies musicales, festivals, bals, ...), d''enregistrements (radio, télévision, ...), selon les impératifs de tournage, de programmation.
Peut composer les paroles, la mélodie d''une oeuvre musicale."
L1203,"Interprète des rôles, des personnages dans des oeuvres cinématographiques, des productions audiovisuelles (téléfilms, séries, feuilletons radiophoniques, films publicitaires, ...), des spectacles (pièces de théâtre, comédies musicales, ...), selon les intentions artistiques d''un metteur en scène, d''un réalisateur, ... et les impératifs de tournage, de programmation.
Peut intervenir en tant que figurant ou silhouette.
Peut effectuer du doublage vocal."
L1204,"Met en scène, réalise un ou des numéro(s) visuel(s) (arts du cirque, mime, magie, cascade, ...) comportant des effets comiques, spéciaux ou spectaculaires pour des tournages, des spectacles, selon la réglementation sécurité.
Peut réaliser un numéro de grande illusion et des tours de magie devant un public.
Peut imiter des voix, des personnages, des situations."
L1301,"Supervise, organise tout ou partie de la mise en scène de spectacles vivants (pièces de théâtre, lectures, comédies musicales, spectacles de rue, ...), selon la réglementation de la Propriété Intellectuelle et les impératifs de la production (budget, programmation, ...).
Peut écrire le texte d''un spectacle."
L1302,"Met en oeuvre et supervise la production de spectacles, de disques, de projets audiovisuels ou cinématographiques.
Assure la gestion budgétaire, administrative et l''encadrement du personnel d''une production, d''une compagnie ou d''un lieu de spectacle.
Peut définir et mettre en oeuvre le projet artistique d''un établissement (théâtre, orchestre, cirque, ...).
Peut élaborer un concept d''émission, un projet de spectacle, de film, ..."
L1303,"Gère et développe la carrière d''artistes (comédiens, écrivains, musiciens, ...), de mannequins, de sportifs, ... selon la réglementation (droit de la propriété artistique et littéraire, droit du sport, ...), les objectifs et les orientations professionnels.
Peut conseiller un artiste (comédien, écrivain, musicien, ...), un mannequin, un sportif, ... sur son image.
Peut réaliser des auditions et des castings d''artistes pour un spectacle, un film, ...
Peut gérer la diffusion de spectacles (danse, musique, théâtre, arts de la rue et de la piste, ...)."
L1304,"Supervise et organise tout ou partie de la réalisation d''oeuvres cinématographiques (courts et longs métrages, documentaires, films institutionnels, ...), d''émissions télévisées ou radiophoniques, selon la réglementation de la propriété intellectuelle, le Code de l''Industrie Cinématographique et les impératifs de la production (budget, programmation, diffusion, ...).
Peut écrire un scénario."
L1401,"Participe à des compétitions selon la discipline sportive et se prépare au niveau physique, technique, stratégique afin de se perfectionner et d''atteindre les objectifs sportifs.
Peut être le représentant de son équipe lors d''épreuves sportives.
Peut réaliser des essais/tests de matériels ou d''équipements sportifs.
Peut arbitrer des rencontres sportives."
L1501,"Conçoit et réalise les coiffures, les maquillages de chanteurs, comédiens, mannequins, présentateurs TV, journalistes, ... pour des spectacles, des défilés, des tournages, selon les impératifs de la production (programmation, budgets, ...), de diffusion des collections (prêt-à-porter, haute couture, ...) et la planification de campagnes publicitaires.
Peut réaliser des effets spéciaux de maquillage et confectionner des postiches (perruques, moustaches, ...).
Peut coordonner une équipe."
L1502,"Fabrique et entretient les costumes (contemporains, historiques, grotesques) pour des spectacles, des tournages selon les impératifs de la production. Habille des interprètes (comédiens, chanteurs, danseurs, ...), des intervenants (présentateurs, animateurs, ...), des mannequins selon la chronologie des tournages, des spectacles, des défilés.
Peut concevoir des costumes.
Peut coordonner une équipe."
L1503,"Conçoit et effectue la mise en place des décors et des accessoires pour des spectacles, des tournages, selon les intentions artistiques du metteur en scène, du réalisateur, du chorégraphe, ..., la réglementation sécurité des Etablissements Recevant du Public (ERP) et les impératifs de la production.
Peut réaliser des artifices et des effets pyrotechniques."
L1504,"Réalise l''installation et le câblage du matériel d''éclairage de spectacles, de tournages, ..., la programmation et les réglages de la conduite lumière, selon la réglementation sécurité et les impératifs de la production (programmation, budgets, ...).
Effectue l''entretien et la maintenance du matériel d''éclairage.
Peut concevoir les lumières d''un spectacle ou des projets de mise en lumière d''espaces intérieurs ou extérieurs.
Peut coordonner une équipe."
L1505,"Réalise l''installation et les réglages du matériel de prise de vues (caméra, caméscope, moniteur, ...), d''éclairage (projecteurs, spots, ...) et effectue les prises de vues des scènes, des séquences de tournages, de spectacles selon les impératifs de la production (délais, budgets, programmation, ...).
Peut coordonner une équipe."
L1506,"Effectue le montage et l''installation des décors, des équipements de caméra et des matériels (éclairage, sonorisation) pour des spectacles, des tournages, selon la réglementation sécurité et les impératifs de la production.
Peut monter des structures de scène.
Peut coordonner une équipe."
L1507,"Effectue le montage des images et des sons de films, de reportages, d''émissions, ... à partir des rushes de tournages, d''éléments d''archives, selon les intentions artistiques définies préalablement.
Peut élaborer des trucages vidéo."
L1508,"Réalise l''installation et les réglages des éléments de sonorisation (micros, enceintes, amplis, ...).
Procède à la diffusion ou à l''enregistrement des sons (ambiances, voix, dialogues, ...) de spectacles, de tournages selon les impératifs de la production et la réglementation relative aux niveaux sonores.
Effectue l''entretien et la maintenance du matériel son.
Peut réaliser la prise de son à l''aide d''une perche sur un tournage.
Peut coordonner une équipe."
L1509,"Met en place et supervise l''organisation logistique et technique de spectacles (concerts, pièces de théâtre, ...), de tournages ou d''enregistrements (émissions télévisées, longs-métrages, documentaires, films publicitaires, maquettes, ...) selon la réglementation sécurité et les impératifs de production.
Coordonne les activités de différents services techniques.
Peut participer à l''implantation d''éléments de décor et de matériel technique."
L1510,"Crée tout ou partie des éléments graphiques et visuels d''un film d''animation ou d''un ""live-action film"" (court ou long métrage, série, programme court, ...) destiné à la télévision, au cinéma, à internet, ...
Peut réaliser des effets spéciaux VFX - Visual effects en 3D.
Peut coordonner une équipe.
Peut superviser une phase de la chaîne de création d''un film d''animation (pré-production, production ou postproduction)."
M1101,"Recherche et sélectionne des produits et des fournisseurs selon la stratégie d''achat de l''entreprise et négocie les contrats commerciaux selon des objectifs de coûts, délais et qualité.
Peut élaborer une stratégie d''achat pour l''entreprise.
Peut coordonner une équipe."
M1102,"Définit et met en oeuvre la politique des achats de l''entreprise selon des objectifs de rationalisation et de réduction des coûts.
Dirige un service et coordonne une équipe."
M1201,"Réalise des analyses et études financières (de marché, de risques, de produits, de restructurations économiques, ...) à destination des opérateurs sur marchés ou des instances dirigeantes de l''entreprise selon les réglementations commerciales, comptables et financières.
Peut mettre en oeuvre des opérations de fusion/acquisition.
Peut concevoir des instruments de suivi et d''analyse de risques.
Peut coordonner une équipe."
M1202,"Réalise un audit ou le contrôle des opérations comptables et financières de structures selon les obligations légales.
Contribue à la prévention, à la maîtrise des risques financiers de structures et à la recherche des irrégularités éventuelles.
Peut apporter un appui technique en gestion comptable et financière à des entreprises en difficulté.
Peut coordonner l''activité d''une équipe ou gérer un service."
M1203,"Enregistre et centralise les données commerciales, industrielles ou financières d''une structure pour établir des balances de comptes, comptes de résultat, bilans, ... selon les obligations légales. Contrôle l''exactitude des écritures comptables et rend compte de la situation économique de la structure.
Peut réaliser des activités ayant trait à la paye et à la gestion de personnel.
Peut coordonner l''activité d''une équipe ou gérer une structure."
M1204,"Organise et contrôle la gestion économique (définition d''objectifs, indicateurs d''activité, mesure de performance, ...) d''une structure (entreprise, filiale, collectivité territoriale, ...) et en optimise la rentabilité financière selon les choix stratégiques décidés par les instances dirigeantes et les règlementations (commerciales, fiscales et financières).
Peut réaliser des études prospectives de résultats de la structure.
Peut coordonner une équipe."
M1205,"Définit et supervise la gestion administrative (procédures, fonctionnement, affaires juridiques, ...) et financière (trésorerie, contrôle de gestion, ...) d''une structure selon les choix stratégiques adoptés par les instances dirigeantes et les réglementations (financières, fiscales et commerciales) nationales ou internationales.
Peut être en charge de la gestion des ressources humaines.
Peut définir et mettre en place une politique de recouvrement."
M1206,"Réalise ou supervise l''ensemble des opérations de comptabilité générale jusqu''au bilan (paie, déclarations sociales et fiscales, tableaux de bord de gestion, ...) selon les règles comptables.
Garantit la fiabilité des comptes de l''entreprise en conformité avec les législations comptables, sociales et fiscales.
Peut effectuer la gestion comptable de filiales de l''entreprise.
Peut établir des tableaux de bords d''ordre comptable.
Peut coordonner une équipe."
M1207,"Optimise et sécurise les flux financiers (de trésorerie, d''exportations, ...) de l''entreprise en fonction des orientations de la politique financière et des réglementations (financières, comptables et commerciales).
Peut effectuer la gestion de la politique de recouvrement. Peut rechercher des partenaires et des solutions de financement pour l''entreprise.
Peut coordonner une équipe."
M1301,"Dirige une entreprise de 500 salariés et plus ou un établissement public dans ses différentes dimensions (organisationnelle, humaine, commerciale, ...) selon des objectifs de développement économique et de rentabilité financière ou selon les orientations fixées par les pouvoirs publics.
Peut gérer un établissement public spécifique (administratif, industriel et commercial, scientifique et technologique, ...)."
M1302,"Gère une structure dans ses différentes dimensions (technique, humaine, commerciale, ...) et organise l''activité dans un objectif de rentabilité économique ou selon les missions fixées par les pouvoirs publics."
M1401,"Collecte des données ou des informations par téléphone, en face à face, ... dans le cadre d''enquêtes, de sondages, selon des impératifs de production (délais, cible, nombre, ...).
Peut participer à la phase préparatoire de l''étude en relation avec l''équipe de recherche (test de questionnaires, de grilles, ...).
Peut tester, apprécier la qualité de produits ou de services (enquête client mystère, test de produits, ...).
Peut coordonner une équipe."
M1402,"Conseille et accompagne les dirigeants de l''entreprise dans l''élaboration de stratégies de transformation, d''adaptation et de conduite du changement. Conçoit les processus de changements organisationnels et managériaux (humains, technologiques, financiers, informatiques, démarche qualité, sécurité, ...) selon les finalités attendues.
Peut coordonner l''activité d''une équipe ou diriger un service."
M1403,"Analyse des données (économiques, statistiques, ...) et les restitue en une information opérationnelle et stratégique d''aide à la décision pour la structure, l''entreprise.
Peut réaliser et mettre en oeuvre le recueil de données.
Peut coordonner une équipe ou diriger un service."
M1404,"Organise et supervise des enquêtes et des sondages sur la demande d''un commanditaire (services études, statistiques, marketing, ....) et effectue le suivi de leur réalisation selon les impératifs de production (public ciblé, délai, ...).
Peut apporter un appui technique, une expertise auprès de chargés d''études."
M1501,"Réalise le suivi administratif de la gestion du personnel (contrats, absences, visites médicales, déclarations aux organismes sociaux, ...) et de la formation continue selon la législation sociale, la réglementation du travail et la politique des ressources humaines de la structure.
Peut préparer et contrôler les bulletins de salaires. Peut réaliser le suivi de contrats d''externalisation de services (paies, ...).
Peut coordonner une équipe."
M1502,"Met en oeuvre la politique de recrutement ou de formation selon les orientations stratégiques de la structure et les objectifs de développement visés.
Participe à l''élaboration de la politique de l''emploi de l''entreprise.
Peut coordonner une équipe ou diriger un service."
M1503,"Définit et met en oeuvre la politique de management et de gestion des ressources humaines (recrutement, rémunération, mobilité, gestion des carrières, ...) de la structure. Elabore ou supervise la gestion administrative du personnel (dossiers individuels, paie, ...).
Contrôle l''application des obligations légales et réglementaires relatives aux conditions et aux relations de travail.
Organise le dialogue social et participe aux opérations de communication interne liées aux mutations de l''entreprise.
Peut participer à la définition des orientations stratégiques de la structure."
M1601,"Accueille, renseigne et oriente des personnes à l''espace de réception (gare, entreprise, ...) ou au standard téléphonique de la structure et délivre des laissez-passer, badges, billets, invitations, ...
Peut réaliser la gestion du courrier (collecte, distribution, ...), des tâches administratives simples (classement, saisie informatique, saisie de courriers préétablis ...).
Peut coordonner une équipe."
M1602,"Exécute des travaux administratifs courants (vérification de documents, frappe et mise en forme de courriers pré-établis, suivi de dossier administratifs, ...) selon l''organisation de la structure ou du service.
Peut être en charge d''activités de reprographie et d''archivage.
Peut réaliser l''accueil de la structure."
M1603,"Prépare et effectue la distribution de documents (courriers, colis, catalogues, journaux, prospectus, publicité, ...) auprès de particuliers, d''entreprises selon des consignes et des impératifs de délais.
Peut effectuer des opérations monétaires (encaissements contre remboursement, ...).
Peut réaliser des opérations de collecte et d''expédition d''objets.
Peut coordonner une équipe."
M1604,"Assiste un ou plusieurs responsable(s) (cadre dirigeant, directeur,...) afin d''optimiser la gestion de leur activité (gestion de planning, organisation de déplacements, communication, préparation de réunions, accueil, ...). Organise et coordonne les informations internes et externes, parfois confidentielles, liées au fonctionnement de la structure.
Peut prendre en charge le suivi complet de dossiers (contrats de maintenance des équipements, suivi de relance clients, gestion administrative du personnel ...) ou d''évènements spécifiques (organisation de séminaires, salons, ...).
Peut coordonner une équipe."
M1605,"Assure la gestion et le suivi administratif de dossiers techniques (projet, mission, démarche qualité ...) et l''organisation générale de la structure (groupe projet, service, entreprise, ...).
Peut assister un ingénieur dans ses expérimentations. Peut participer à des visites de chantier.
Peut coordonner une équipe."
M1606,"Effectue le traitement et la saisie de données (enregistrement de données alphanumériques, vérification de données, retranscription de propos, ...) selon des impératifs de production (délais, nombre, ...).
Peut coordonner une équipe."
M1607,"Réalise le traitement administratif de dossiers (frappe de courrier, mise en forme de document, ...) et transmet les informations (e-mail, notes, fax, ...) pour le compte d''un ou plusieurs services ou d''un responsable selon l''organisation de l''entreprise.
Peut prendre en charge le suivi complet de dossiers (contrats de maintenance des équipements, de la structure, ...).
Peut coordonner une équipe."
M1608,"Réalise les opérations de gestion administrative et comptable (enregistrement d''écritures, suivi de trésorerie, facturation, gestion administrative du personnel, frappe de devis, ...) d''une structure selon les règles de comptabilité générale.
Peut réaliser des documents de synthèse comptable. Peut concevoir des outils de suivi de l''activité de la structure."
M1609,"Accueille et renseigne les patients, planifie les activités (agenda des consultations, admission, ...) et assure le suivi administratif (dossiers médicaux, convocations, ...) du cabinet médical, du service hospitalier, ...
Peut effectuer des opérations de gestion comptable et budgétaire.
Peut coordonner une équipe."
M1701,"Organise ou réalise la gestion des contrats de vente depuis la réception des commandes jusqu''à la livraison des produits chez le client.
Réalise l''interface entre les clients, les services internes (commercial, production, planification, ...) et les intervenants externes (transporteurs, ...) de l''entreprise.
Peut définir des conditions de vente avec des clients.
Peut commander des matières premières.
Dirige un service."
M1702,"Analyse les marques, les comportements des consommateurs et identifie les évolutions, les nouvelles tendances, les innovations, les concepts afin d''anticiper la demande, et de faire correspondre les produits aux attentes des clients.
Peut encadrer une équipe ou un service."
M1703,"Réalise le suivi d''un produit ou d''une gamme de produits, de sa conception à sa commercialisation, selon la stratégie commerciale et marketing de l''entreprise.
Peut coordonner une équipe."
M1704,"Organise et met en oeuvre les modalités de traitement des demandes des clients, des consommateurs (suggestions, réclamations, besoins, ...) en lien avec les services concernés (marketing, commercial, communication, ...), selon des objectifs de fidélisation et de satisfaction de la clientèle.
Dirige un service.
Peut réaliser la gestion de dossiers clients."
M1705,"Définit et met en oeuvre la stratégie marketing (tarifs, promotion, communication, gammes de produits, supports techniques, ...) pour l''ensemble des produits de l''entreprise.
Peut diriger un service ou coordonner l''activité d''une équipe."
M1706,"Définit et met en oeuvre les actions promotionnelles des produits afin de dynamiser les ventes, selon la stratégie commerciale de l''entreprise.
Peut diriger un service et coordonner une équipe."
M1707,"Définit et met en oeuvre la stratégie commerciale de l''entreprise selon des objectifs de rentabilité économique.
Dirige un service et coordonne une équipe.
Peut organiser et développer l''activité commerciale à l''international ou un type de vente en e-commerce."
M1801,"Administre et assure le fonctionnement et l''exploitation d''un ou plusieurs éléments matériels ou logiciels (outils, réseaux, bases de données, messagerie, ...) de l''entreprise ou d''une organisation. Veille à la cohérence, à l''accessibilité et à la sécurité des informations.
Peut coordonner une équipe."
M1802,"Conseille la direction informatique, télécoms de l''entreprise sur des évolutions et solutions en techniques nouvelles (choix de logiciel, matériel, réseau, ...), dans un objectif d''optimisation et d''adéquation entre les moyens informatiques et télécoms et les besoins des utilisateurs.
Assure un rôle de support (sécurité, qualité, méthode, ...) et d''assistance technique auprès des équipes informatiques ou télécoms (production, développement) de l''entreprise, des utilisateurs, des clients.
Veille au respect des normes et des procédures de qualité et de sécurité.
Peut intervenir directement sur tout ou partie d''un projet qui relève de son domaine d''expertise."
M1803,"Dirige une organisation, des services, des structures informatiques, télécoms et fixe les évolutions des systèmes d''information et de télécommunications, selon les besoins fonctionnels et la stratégie de l''entreprise. Supervise la conception, la mise en oeuvre et le maintien opérationnel (qualité, sécurité, fiabilité, coûts, délais) des prestations informatiques produites et des systèmes d''information et télécoms.
Supervise et pilote des projets en systèmes d''information."
M1804,"Réalise et développe les architectures, les solutions techniques de réseaux de télécommunications (téléphonie, multimédia, informatique, ...), selon les besoins et la stratégie de l''entreprise ou du client.
Peut coordonner une équipe ou un projet."
M1805,"Conçoit, développe et met au point un projet d''application informatique, de la phase d''étude à son intégration, pour un client ou une entreprise selon des besoins fonctionnels et un cahier des charges.
Peut conduire des projets de développement.
Peut coordonner une équipe."
M1806,"Traduit les besoins fonctionnels d''un système d''information d''un commanditaire, selon les objectifs du domaine métier (comptable, ressources humaines, logistique, commercial, production...) et les contraintes économiques et logistiques.
Négocie avec les informaticiens les composantes d''une application et d''un outil logiciel, tout au long de la conception et de la réalisation, dans l''intérêt de l''entreprise et des utilisateurs finaux.
Assiste la maîtrise d''ouvrage dans la définition des besoins, des solutions à mettre en oeuvre et leurs intégrations dans le système d''information de l''entreprise. Participe à des projets de mise en oeuvre de système d''information (implémentation).
Peut superviser un projet maîtrise d''ouvrage."
M1807,"Surveille, met en oeuvre, sécurise les systèmes d''information et de communication et réalise le traitement des informations, provenant de données et capteurs d''informations selon les règles de la structure.
Peut diriger une équipe."
M1808,"Exploite et produit des données d''informations géographiques, géo localisées et de cartographies thématiques à destination de clients, usagers (partenaires, entreprises, publics, ...).
Peut développer et exploiter un Système d''Information Géographique -SIG-.
Peut diriger un projet et coordonner une équipe."
M1809,"Réalise les prévisions météorologiques ou océanographiques à destination d''usagers et de clients (aviation, marine, armées, entreprises, publics, ...).
Peut coordonner une équipe."
M1810,"Met en oeuvre et assure la disponibilité des ressources physiques (serveurs, disques, automates, ...) et des ressources logiques (logiciels, espaces disques, puissance...) nécessaires au fonctionnement des systèmes de production et d''exploitation informatiques et télécoms de l''entreprise.
Surveille le fonctionnement des différents systèmes, réseaux, ... selon les normes et les méthodes d''exploitation et de sécurité.
Peut coordonner une équipe."
N1101,"Conduit un engin de manutention à conducteur porté (chariot-élévateur, gerbeur, ...) dans le cadre d''opérations de déplacement, chargement/déchargement, stockage/déstockage, approvisionnement, enlèvement de charges (marchandises, produits, matériel, ...), selon les procédures qualité, les règles de sécurité et les impératifs de délais.
Peut effectuer d''autres opérations liées au fonctionnement d''un entrepôt (réception et contrôle des produits, tenue de stocks, préparation de commandes, inventaire, ...) ou d''un site de production ou de distribution (conditionnement, ...).
Peut animer une équipe d''opérateurs (intérimaires, stagiaires, ...)."
N1102,"Réalise le déménagement de biens matériels (mobilier, appareils, objets, machines, ...) d''un lieu à un autre, pour le compte d''un client.
Effectue tout ou partie des opérations de manutention (emballage/déballage, montage/démontage, protection, chargement/déchargement du véhicule, réinstallation dans les nouveaux locaux, ...) selon la réglementation (sécurité), les instructions fixées et les impératifs de satisfaction de la clientèle (qualité, délai, ...).
Peut conduire le véhicule de déménagement.
Peut coordonner l''activité d''une équipe et les opérations de déménagement."
N1103,"Exécute des opérations de réception, de stockage, de tenue des stocks, de préparation de commandes et d''expédition de marchandises, produits, matières premières, ... selon les procédures qualité, les règles d''hygiène et de sécurité et les impératifs de délais.
Peut réaliser des opérations de manutention à l''aide de matériel de manutention léger (transpalette, diable, rolls, caddie, ...) ou d''engins à conducteur auto-porté (chariot élévateur , ...).
Peut effectuer des opérations spécifiques (conditionnement -co-packing-, assemblage simple -co-manufactoring-, emballage, approvisionnement de lignes de production, ...) et réaliser des opérations de vente au comptoir."
N1104,"Réalise des manoeuvres ou la conduite d''engins lourds de manutention (portique, pont roulant, ...) en vue du chargement/déchargement, transbordement, levage, positionnement de masses de toutes natures (conteneurs, matières dangereuses, machines, bateaux, ...), selon les règles de sécurité des biens et des personnes.
Peut manoeuvrer des équipements spécifiques (écluses, ponts mobiles, ...)."
